id,name,state_abbreviation,population_raw_value,cluster,cluster_label
51077,Grayson County,VA,15285,1,Advantaged socioeconomic profile
51089,Henry County,VA,49702,1,Advantaged socioeconomic profile
51103,Lancaster County,VA,10859,1,Advantaged socioeconomic profile
51111,Lunenburg County,VA,12038,1,Advantaged socioeconomic profile
51113,Madison County,VA,14128,1,Advantaged socioeconomic profile
51131,Northampton County,VA,12021,1,Advantaged socioeconomic profile
51141,Patrick County,VA,17509,1,Advantaged socioeconomic profile
51143,Pittsylvania County,VA,59571,1,Advantaged socioeconomic profile
51159,Richmond County,VA,9184,1,Advantaged socioeconomic profile
51167,Russell County,VA,25477,1,Advantaged socioeconomic profile
51181,Surry County,VA,6593,1,Advantaged socioeconomic profile
51183,Sussex County,VA,10757,1,Advantaged socioeconomic profile
51195,Wise County,VA,35174,1,Advantaged socioeconomic profile
53001,Adams County,WA,20820,1,Advantaged socioeconomic profile
53019,Ferry County,WA,7497,1,Advantaged socioeconomic profile
53049,Pacific County,WA,24200,1,Advantaged socioeconomic profile
55001,Adams County,WI,21449,1,Advantaged socioeconomic profile
55013,Burnett County,WI,17092,1,Advantaged socioeconomic profile
55019,Clark County,WI,34774,1,Advantaged socioeconomic profile
55099,Price County,WI,14102,1,Advantaged socioeconomic profile
54001,Barbour County,WV,15378,1,Advantaged socioeconomic profile
54007,Braxton County,WV,12162,1,Advantaged socioeconomic profile
54009,Brooke County,WV,21373,1,Advantaged socioeconomic profile
54013,Calhoun County,WV,5959,1,Advantaged socioeconomic profile
54017,Doddridge County,WV,7680,1,Advantaged socioeconomic profile
54021,Gilmer County,WV,7254,1,Advantaged socioeconomic profile
54023,Grant County,WV,10921,1,Advantaged socioeconomic profile
54027,Hampshire County,WV,23649,1,Advantaged socioeconomic profile
54031,Hardy County,WV,14251,1,Advantaged socioeconomic profile
54035,Jackson County,WV,27593,1,Advantaged socioeconomic profile
54053,Mason County,WV,24765,1,Advantaged socioeconomic profile
54063,Monroe County,WV,12382,1,Advantaged socioeconomic profile
54067,Nicholas County,WV,24169,1,Advantaged socioeconomic profile
54071,Pendleton County,WV,6029,1,Advantaged socioeconomic profile
54073,Pleasants County,WV,7428,1,Advantaged socioeconomic profile
54075,Pocahontas County,WV,7765,1,Advantaged socioeconomic profile
54077,Preston County,WV,34099,1,Advantaged socioeconomic profile
54083,Randolph County,WV,27350,1,Advantaged socioeconomic profile
54085,Ritchie County,WV,8167,1,Advantaged socioeconomic profile
54087,Roane County,WV,13743,1,Advantaged socioeconomic profile
54089,Summers County,WV,11581,1,Advantaged socioeconomic profile
54093,Tucker County,WV,6604,1,Advantaged socioeconomic profile
54095,Tyler County,WV,7919,1,Advantaged socioeconomic profile
54099,Wayne County,WV,37686,1,Advantaged socioeconomic profile
54103,Wetzel County,WV,13890,1,Advantaged socioeconomic profile
54105,Wirt County,WV,5000,1,Advantaged socioeconomic profile
56003,Big Horn County,WY,12018,1,Advantaged socioeconomic profile
56007,Carbon County,WY,14334,1,Advantaged socioeconomic profile
56013,Fremont County,WY,39815,1,Advantaged socioeconomic profile
56017,Hot Springs County,WY,4661,1,Advantaged socioeconomic profile
56031,Platte County,WY,8546,1,Advantaged socioeconomic profile
56043,Washakie County,WY,7710,1,Advantaged socioeconomic profile
56045,Weston County,WY,6808,1,Advantaged socioeconomic profile
02050,Bethel Census Area,AK,18224,2,Moderate resources / transitional
02070,Dillingham Census Area,AK,4607,2,Moderate resources / transitional
02180,Nome Census Area,AK,9763,2,Moderate resources / transitional
01000,Alabama,AL,5108468,2,Moderate resources / transitional
01005,Barbour County,AL,24585,2,Moderate resources / transitional
01007,Bibb County,AL,21868,2,Moderate resources / transitional
01011,Bullock County,AL,9897,2,Moderate resources / transitional
01013,Butler County,AL,18382,2,Moderate resources / transitional
01015,Calhoun County,AL,116429,2,Moderate resources / transitional
01023,Choctaw County,AL,12252,2,Moderate resources / transitional
01035,Conecuh County,AL,11174,2,Moderate resources / transitional
01039,Covington County,AL,37952,2,Moderate resources / transitional
01047,Dallas County,AL,36165,2,Moderate resources / transitional
01053,Escambia County,AL,36558,2,Moderate resources / transitional
01055,Etowah County,AL,103241,2,Moderate resources / transitional
01059,Franklin County,AL,31802,2,Moderate resources / transitional
01063,Greene County,AL,7341,2,Moderate resources / transitional
01065,Hale County,AL,14888,2,Moderate resources / transitional
01069,Houston County,AL,108462,2,Moderate resources / transitional
01085,Lowndes County,AL,9717,2,Moderate resources / transitional
01087,Macon County,AL,18370,2,Moderate resources / transitional
01097,Mobile County,AL,411640,2,Moderate resources / transitional
01099,Monroe County,AL,19229,2,Moderate resources / transitional
01101,Montgomery County,AL,224980,2,Moderate resources / transitional
01105,Perry County,AL,7738,2,Moderate resources / transitional
01107,Pickens County,AL,18688,2,Moderate resources / transitional
01109,Pike County,AL,33137,2,Moderate resources / transitional
01113,Russell County,AL,58744,2,Moderate resources / transitional
01119,Sumter County,AL,11727,2,Moderate resources / transitional
01121,Talladega County,AL,81132,2,Moderate resources / transitional
01125,Tuscaloosa County,AL,237373,2,Moderate resources / transitional
01127,Walker County,AL,64728,2,Moderate resources / transitional
01131,Wilcox County,AL,9944,2,Moderate resources / transitional
01133,Winston County,AL,23611,2,Moderate resources / transitional
05003,Ashley County,AR,18262,2,Moderate resources / transitional
05017,Chicot County,AR,9538,2,Moderate resources / transitional
05027,Columbia County,AR,22150,2,Moderate resources / transitional
05031,Craighead County,AR,113993,2,Moderate resources / transitional
05035,Crittenden County,AR,47139,2,Moderate resources / transitional
05037,Cross County,AR,16420,2,Moderate resources / transitional
05041,Desha County,AR,10479,2,Moderate resources / transitional
05043,Drew County,AR,16945,2,Moderate resources / transitional
05051,Garland County,AR,99784,2,Moderate resources / transitional
05055,Greene County,AR,46743,2,Moderate resources / transitional
05067,Jackson County,AR,16784,2,Moderate resources / transitional
05069,Jefferson County,AR,63661,2,Moderate resources / transitional
05071,Johnson County,AR,26129,2,Moderate resources / transitional
05077,Lee County,AR,8201,2,Moderate resources / transitional
05091,Miller County,AR,42415,2,Moderate resources / transitional
05093,Mississippi County,AR,38663,2,Moderate resources / transitional
05095,Monroe County,AR,6512,2,Moderate resources / transitional
05099,Nevada County,AR,8120,2,Moderate resources / transitional
05107,Phillips County,AR,14961,2,Moderate resources / transitional
05113,Polk County,AR,19436,2,Moderate resources / transitional
05127,Scott County,AR,9851,2,Moderate resources / transitional
05123,St. Francis County,AR,22101,2,Moderate resources / transitional
05139,Union County,AR,37397,2,Moderate resources / transitional
05147,Woodruff County,AR,5964,2,Moderate resources / transitional
04007,Gila County,AZ,54003,2,Moderate resources / transitional
06049,Modoc County,CA,8500,2,Moderate resources / transitional
06105,Trinity County,CA,15670,2,Moderate resources / transitional
08003,Alamosa County,CO,16655,2,Moderate resources / transitional
08009,Baca County,CO,3344,2,Moderate resources / transitional
08055,Huerfano County,CO,7055,2,Moderate resources / transitional
08089,Otero County,CO,18136,2,Moderate resources / transitional
08109,Saguache County,CO,6688,2,Moderate resources / transitional
12007,Bradford County,FL,27858,2,Moderate resources / transitional
12017,Citrus County,FL,166696,2,Moderate resources / transitional
12039,Gadsden County,FL,43833,2,Moderate resources / transitional
12047,Hamilton County,FL,13471,2,Moderate resources / transitional
12051,Hendry County,FL,43333,2,Moderate resources / transitional
12063,Jackson County,FL,48622,2,Moderate resources / transitional
12065,Jefferson County,FL,15450,2,Moderate resources / transitional
12079,Madison County,FL,18519,2,Moderate resources / transitional
12083,Marion County,FL,409959,2,Moderate resources / transitional
12093,Okeechobee County,FL,41427,2,Moderate resources / transitional
12105,Polk County,FL,818330,2,Moderate resources / transitional
12107,Putnam County,FL,75955,2,Moderate resources / transitional
13005,Bacon County,GA,11124,2,Moderate resources / transitional
13009,Baldwin County,GA,43396,2,Moderate resources / transitional
13017,Ben Hill County,GA,17128,2,Moderate resources / transitional
13019,Berrien County,GA,18570,2,Moderate resources / transitional
13021,Bibb County,GA,156512,2,Moderate resources / transitional
13023,Bleckley County,GA,12465,2,Moderate resources / transitional
13027,Brooks County,GA,16245,2,Moderate resources / transitional
13031,Bulloch County,GA,84327,2,Moderate resources / transitional
13033,Burke County,GA,24438,2,Moderate resources / transitional
13037,Calhoun County,GA,5457,2,Moderate resources / transitional
13043,Candler County,GA,11059,2,Moderate resources / transitional
13045,Carroll County,GA,127098,2,Moderate resources / transitional
13049,Charlton County,GA,12934,2,Moderate resources / transitional
13061,Clay County,GA,2853,2,Moderate resources / transitional
13063,Clayton County,GA,298300,2,Moderate resources / transitional
13069,Coffee County,GA,43317,2,Moderate resources / transitional
13071,Colquitt County,GA,46167,2,Moderate resources / transitional
13075,Cook County,GA,17714,2,Moderate resources / transitional
13081,Crisp County,GA,19631,2,Moderate resources / transitional
13087,Decatur County,GA,29087,2,Moderate resources / transitional
13091,Dodge County,GA,19776,2,Moderate resources / transitional
13093,Dooly County,GA,10981,2,Moderate resources / transitional
13095,Dougherty County,GA,82645,2,Moderate resources / transitional
13099,Early County,GA,10563,2,Moderate resources / transitional
13105,Elbert County,GA,20013,2,Moderate resources / transitional
13107,Emanuel County,GA,23119,2,Moderate resources / transitional
13109,Evans County,GA,10754,2,Moderate resources / transitional
13115,Floyd County,GA,100113,2,Moderate resources / transitional
13119,Franklin County,GA,24782,2,Moderate resources / transitional
13127,Glynn County,GA,86172,2,Moderate resources / transitional
13131,Grady County,GA,26066,2,Moderate resources / transitional
13141,Hancock County,GA,8676,2,Moderate resources / transitional
13155,Irwin County,GA,9120,2,Moderate resources / transitional
13163,Jefferson County,GA,15183,2,Moderate resources / transitional
13165,Jenkins County,GA,8627,2,Moderate resources / transitional
13175,Laurens County,GA,49941,2,Moderate resources / transitional
13185,Lowndes County,GA,120712,2,Moderate resources / transitional
13193,Macon County,GA,11817,2,Moderate resources / transitional
13189,McDuffie County,GA,21799,2,Moderate resources / transitional
13201,Miller County,GA,5747,2,Moderate resources / transitional
13205,Mitchell County,GA,21114,2,Moderate resources / transitional
13215,Muscogee County,GA,201877,2,Moderate resources / transitional
13225,Peach County,GA,28805,2,Moderate resources / transitional
13233,Polk County,GA,44223,2,Moderate resources / transitional
13235,Pulaski County,GA,10095,2,Moderate resources / transitional
13237,Putnam County,GA,23129,2,Moderate resources / transitional
13243,Randolph County,GA,6078,2,Moderate resources / transitional
13245,Richmond County,GA,205414,2,Moderate resources / transitional
13249,Schley County,GA,4526,2,Moderate resources / transitional
13253,Seminole County,GA,9092,2,Moderate resources / transitional
13255,Spalding County,GA,69946,2,Moderate resources / transitional
13257,Stephens County,GA,27228,2,Moderate resources / transitional
13261,Sumter County,GA,28890,2,Moderate resources / transitional
13263,Talbot County,GA,5718,2,Moderate resources / transitional
13265,Taliaferro County,GA,1609,2,Moderate resources / transitional
13271,Telfair County,GA,10920,2,Moderate resources / transitional
13275,Thomas County,GA,45649,2,Moderate resources / transitional
13277,Tift County,GA,41554,2,Moderate resources / transitional
13279,Toombs County,GA,27040,2,Moderate resources / transitional
13285,Troup County,GA,70742,2,Moderate resources / transitional
13293,Upson County,GA,28263,2,Moderate resources / transitional
13299,Ware County,GA,36243,2,Moderate resources / transitional
13301,Warren County,GA,5106,2,Moderate resources / transitional
13303,Washington County,GA,19820,2,Moderate resources / transitional
13305,Wayne County,GA,31373,2,Moderate resources / transitional
13307,Webster County,GA,2337,2,Moderate resources / transitional
13309,Wheeler County,GA,7081,2,Moderate resources / transitional
13317,Wilkes County,GA,9518,2,Moderate resources / transitional
13319,Wilkinson County,GA,8725,2,Moderate resources / transitional
13321,Worth County,GA,20273,2,Moderate resources / transitional
17003,Alexander County,IL,4695,2,Moderate resources / transitional
17029,Coles County,IL,46060,2,Moderate resources / transitional
17055,Franklin County,IL,37138,2,Moderate resources / transitional
17183,Vermilion County,IL,71652,2,Moderate resources / transitional
18035,Delaware County,IN,112321,2,Moderate resources / transitional
18041,Fayette County,IN,23362,2,Moderate resources / transitional
18053,Grant County,IN,66200,2,Moderate resources / transitional
18089,Lake County,IN,500598,2,Moderate resources / transitional
18167,Vigo County,IN,106153,2,Moderate resources / transitional
18177,Wayne County,IN,66127,2,Moderate resources / transitional
20105,Lincoln County,KS,2920,2,Moderate resources / transitional
20133,Neosho County,KS,15420,2,Moderate resources / transitional
20167,Russell County,KS,6723,2,Moderate resources / transitional
20181,Sherman County,KS,5844,2,Moderate resources / transitional
20209,Wyandotte County,KS,165281,2,Moderate resources / transitional
21009,Barren County,KY,45008,2,Moderate resources / transitional
21013,Bell County,KY,23317,2,Moderate resources / transitional
21019,Boyd County,KY,47826,2,Moderate resources / transitional
21025,Breathitt County,KY,12953,2,Moderate resources / transitional
21035,Calloway County,KY,38280,2,Moderate resources / transitional
21043,Carter County,KY,26366,2,Moderate resources / transitional
21045,Casey County,KY,15918,2,Moderate resources / transitional
21047,Christian County,KY,72032,2,Moderate resources / transitional
21051,Clay County,KY,19648,2,Moderate resources / transitional
21053,Clinton County,KY,9148,2,Moderate resources / transitional
21055,Crittenden County,KY,8974,2,Moderate resources / transitional
21057,Cumberland County,KY,6000,2,Moderate resources / transitional
21063,Elliott County,KY,7245,2,Moderate resources / transitional
21065,Estill County,KY,13936,2,Moderate resources / transitional
21071,Floyd County,KY,34423,2,Moderate resources / transitional
21075,Fulton County,KY,6338,2,Moderate resources / transitional
21083,Graves County,KY,36461,2,Moderate resources / transitional
21085,Grayson County,KY,26825,2,Moderate resources / transitional
21095,Harlan County,KY,25324,2,Moderate resources / transitional
21101,Henderson County,KY,44119,2,Moderate resources / transitional
21115,Johnson County,KY,22116,2,Moderate resources / transitional
21119,Knott County,KY,13659,2,Moderate resources / transitional
21121,Knox County,KY,29794,2,Moderate resources / transitional
21125,Laurel County,KY,63296,2,Moderate resources / transitional
21127,Lawrence County,KY,16000,2,Moderate resources / transitional
21131,Leslie County,KY,9864,2,Moderate resources / transitional
21133,Letcher County,KY,20423,2,Moderate resources / transitional
21153,Magoffin County,KY,11228,2,Moderate resources / transitional
21159,Martin County,KY,10928,2,Moderate resources / transitional
21165,Menifee County,KY,6286,2,Moderate resources / transitional
21171,Monroe County,KY,11306,2,Moderate resources / transitional
21193,Perry County,KY,27133,2,Moderate resources / transitional
21195,Pike County,KY,55973,2,Moderate resources / transitional
21203,Rockcastle County,KY,16190,2,Moderate resources / transitional
21205,Rowan County,KY,24409,2,Moderate resources / transitional
21231,Wayne County,KY,19580,2,Moderate resources / transitional
21235,Whitley County,KY,36825,2,Moderate resources / transitional
21237,Wolfe County,KY,6282,2,Moderate resources / transitional
22001,Acadia Parish,LA,56489,2,Moderate resources / transitional
22009,Avoyelles Parish,LA,38408,2,Moderate resources / transitional
22013,Bienville Parish,LA,12366,2,Moderate resources / transitional
22015,Bossier Parish,LA,129795,2,Moderate resources / transitional
22017,Caddo Parish,LA,226386,2,Moderate resources / transitional
22021,Caldwell Parish,LA,9389,2,Moderate resources / transitional
22025,Catahoula Parish,LA,8414,2,Moderate resources / transitional
22027,Claiborne Parish,LA,13670,2,Moderate resources / transitional
22029,Concordia Parish,LA,17688,2,Moderate resources / transitional
22035,East Carroll Parish,LA,6829,2,Moderate resources / transitional
22039,Evangeline Parish,LA,31754,2,Moderate resources / transitional
22041,Franklin Parish,LA,19285,2,Moderate resources / transitional
22045,Iberia Parish,LA,67659,2,Moderate resources / transitional
22047,Iberville Parish,LA,29617,2,Moderate resources / transitional
22061,Lincoln Parish,LA,47962,2,Moderate resources / transitional
22000,Louisiana,LA,4573749,2,Moderate resources / transitional
22065,Madison Parish,LA,9246,2,Moderate resources / transitional
22067,Morehouse Parish,LA,23955,2,Moderate resources / transitional
22069,Natchitoches Parish,LA,36291,2,Moderate resources / transitional
22073,Ouachita Parish,LA,157568,2,Moderate resources / transitional
22077,Pointe Coupee Parish,LA,20000,2,Moderate resources / transitional
22079,Rapides Parish,LA,126260,2,Moderate resources / transitional
22081,Red River Parish,LA,7356,2,Moderate resources / transitional
22083,Richland Parish,LA,19712,2,Moderate resources / transitional
22087,St. Bernard Parish,LA,44463,2,Moderate resources / transitional
22091,St. Helena Parish,LA,10774,2,Moderate resources / transitional
22095,St. John the Baptist Parish,LA,39592,2,Moderate resources / transitional
22097,St. Landry Parish,LA,81464,2,Moderate resources / transitional
22101,St. Mary Parish,LA,47055,2,Moderate resources / transitional
22105,Tangipahoa Parish,LA,138064,2,Moderate resources / transitional
22107,Tensas Parish,LA,3764,2,Moderate resources / transitional
22111,Union Parish,LA,20650,2,Moderate resources / transitional
22117,Washington Parish,LA,44865,2,Moderate resources / transitional
22119,Webster Parish,LA,35238,2,Moderate resources / transitional
22123,West Carroll Parish,LA,9323,2,Moderate resources / transitional
22127,Winn Parish,LA,13216,2,Moderate resources / transitional
26035,Clare County,MI,31316,2,Moderate resources / transitional
26049,Genesee County,MI,401522,2,Moderate resources / transitional
26163,Wayne County,MI,1751169,2,Moderate resources / transitional
29015,Benton County,MO,20552,2,Moderate resources / transitional
29023,Butler County,MO,41948,2,Moderate resources / transitional
29069,Dunklin County,MO,27032,2,Moderate resources / transitional
29091,Howell County,MO,40735,2,Moderate resources / transitional
29155,Pemiscot County,MO,14613,2,Moderate resources / transitional
29161,Phelps County,MO,45284,2,Moderate resources / transitional
29510,St. Louis city,MO,281754,2,Moderate resources / transitional
29221,Washington County,MO,23534,2,Moderate resources / transitional
29223,Wayne County,MO,10811,2,Moderate resources / transitional
28001,Adams County,MS,28746,2,Moderate resources / transitional
28007,Attala County,MS,17359,2,Moderate resources / transitional
28011,Bolivar County,MS,28968,2,Moderate resources / transitional
28017,Chickasaw County,MS,16866,2,Moderate resources / transitional
28021,Claiborne County,MS,8617,2,Moderate resources / transitional
28025,Clay County,MS,18206,2,Moderate resources / transitional
28027,Coahoma County,MS,20077,2,Moderate resources / transitional
28031,Covington County,MS,18059,2,Moderate resources / transitional
28035,Forrest County,MS,78208,2,Moderate resources / transitional
28039,George County,MS,25619,2,Moderate resources / transitional
28043,Grenada County,MS,21065,2,Moderate resources / transitional
28047,Harrison County,MS,210612,2,Moderate resources / transitional
28049,Hinds County,MS,214870,2,Moderate resources / transitional
28051,Holmes County,MS,15777,2,Moderate resources / transitional
28053,Humphreys County,MS,7216,2,Moderate resources / transitional
28063,Jefferson County,MS,6941,2,Moderate resources / transitional
28065,Jefferson Davis County,MS,10969,2,Moderate resources / transitional
28067,Jones County,MS,66250,2,Moderate resources / transitional
28069,Kemper County,MS,8584,2,Moderate resources / transitional
28075,Lauderdale County,MS,70527,2,Moderate resources / transitional
28077,Lawrence County,MS,11741,2,Moderate resources / transitional
28083,Leflore County,MS,26378,2,Moderate resources / transitional
28085,Lincoln County,MS,34702,2,Moderate resources / transitional
28087,Lowndes County,MS,57283,2,Moderate resources / transitional
28091,Marion County,MS,24224,2,Moderate resources / transitional
28093,Marshall County,MS,34123,2,Moderate resources / transitional
28000,Mississippi,MS,2939690,2,Moderate resources / transitional
28097,Montgomery County,MS,9600,2,Moderate resources / transitional
28099,Neshoba County,MS,28789,2,Moderate resources / transitional
28103,Noxubee County,MS,9914,2,Moderate resources / transitional
28107,Panola County,MS,32669,2,Moderate resources / transitional
28113,Pike County,MS,39394,2,Moderate resources / transitional
28123,Scott County,MS,27507,2,Moderate resources / transitional
28125,Sharkey County,MS,3336,2,Moderate resources / transitional
28127,Simpson County,MS,25715,2,Moderate resources / transitional
28133,Sunflower County,MS,24468,2,Moderate resources / transitional
28141,Tishomingo County,MS,18507,2,Moderate resources / transitional
28143,Tunica County,MS,9234,2,Moderate resources / transitional
28147,Walthall County,MS,13863,2,Moderate resources / transitional
28149,Warren County,MS,42298,2,Moderate resources / transitional
28151,Washington County,MS,41946,2,Moderate resources / transitional
28153,Wayne County,MS,19703,2,Moderate resources / transitional
28157,Wilkinson County,MS,8058,2,Moderate resources / transitional
28159,Winston County,MS,17416,2,Moderate resources / transitional
28161,Yalobusha County,MS,12386,2,Moderate resources / transitional
28163,Yazoo County,MS,25796,2,Moderate resources / transitional
30033,Garfield County,MT,1211,2,Moderate resources / transitional
30087,Rosebud County,MT,8160,2,Moderate resources / transitional
37007,Anson County,NC,21897,2,Moderate resources / transitional
37013,Beaufort County,NC,44481,2,Moderate resources / transitional
37015,Bertie County,NC,16922,2,Moderate resources / transitional
37017,Bladen County,NC,29484,2,Moderate resources / transitional
37045,Cleveland County,NC,101378,2,Moderate resources / transitional
37047,Columbus County,NC,50121,2,Moderate resources / transitional
37049,Craven County,NC,102391,2,Moderate resources / transitional
37065,Edgecombe County,NC,48832,2,Moderate resources / transitional
37079,Greene County,NC,20530,2,Moderate resources / transitional
37083,Halifax County,NC,47298,2,Moderate resources / transitional
37091,Hertford County,NC,19453,2,Moderate resources / transitional
37093,Hoke County,NC,54446,2,Moderate resources / transitional
37095,Hyde County,NC,4607,2,Moderate resources / transitional
37103,Jones County,NC,9401,2,Moderate resources / transitional
37105,Lee County,NC,67059,2,Moderate resources / transitional
37107,Lenoir County,NC,54895,2,Moderate resources / transitional
37117,Martin County,NC,21447,2,Moderate resources / transitional
37127,Nash County,NC,96551,2,Moderate resources / transitional
37131,Northampton County,NC,16715,2,Moderate resources / transitional
37139,Pasquotank County,NC,41444,2,Moderate resources / transitional
37153,Richmond County,NC,42324,2,Moderate resources / transitional
37155,Robeson County,NC,117365,2,Moderate resources / transitional
37163,Sampson County,NC,59601,2,Moderate resources / transitional
37165,Scotland County,NC,34376,2,Moderate resources / transitional
37181,Vance County,NC,42301,2,Moderate resources / transitional
37187,Washington County,NC,10713,2,Moderate resources / transitional
37191,Wayne County,NC,118686,2,Moderate resources / transitional
37195,Wilson County,NC,78970,2,Moderate resources / transitional
38079,Rolette County,ND,11728,2,Moderate resources / transitional
31015,Boyd County,NE,1725,2,Moderate resources / transitional
35005,Chaves County,NM,63561,2,Moderate resources / transitional
35029,Luna County,NM,25316,2,Moderate resources / transitional
35031,McKinley County,NM,68797,2,Moderate resources / transitional
35037,Quay County,NM,8510,2,Moderate resources / transitional
35041,Roosevelt County,NM,18787,2,Moderate resources / transitional
35045,San Juan County,NM,120675,2,Moderate resources / transitional
35047,San Miguel County,NM,26668,2,Moderate resources / transitional
35051,Sierra County,NM,11488,2,Moderate resources / transitional
32023,Nye County,NV,55720,2,Moderate resources / transitional
36009,Cattaraugus County,NY,75600,2,Moderate resources / transitional
36015,Chemung County,NY,81325,2,Moderate resources / transitional
39001,Adams County,OH,27521,2,Moderate resources / transitional
39007,Ashtabula County,OH,96845,2,Moderate resources / transitional
39067,Harrison County,OH,14159,2,Moderate resources / transitional
39081,Jefferson County,OH,64026,2,Moderate resources / transitional
39087,Lawrence County,OH,56118,2,Moderate resources / transitional
39095,Lucas County,OH,425484,2,Moderate resources / transitional
39099,Mahoning County,OH,225596,2,Moderate resources / transitional
39119,Muskingum County,OH,86305,2,Moderate resources / transitional
39131,Pike County,OH,27001,2,Moderate resources / transitional
39145,Scioto County,OH,71969,2,Moderate resources / transitional
39155,Trumbull County,OH,200373,2,Moderate resources / transitional
40001,Adair County,OK,19627,2,Moderate resources / transitional
40005,Atoka County,OK,14525,2,Moderate resources / transitional
40009,Beckham County,OK,22042,2,Moderate resources / transitional
40013,Bryan County,OK,48967,2,Moderate resources / transitional
40021,Cherokee County,OK,48185,2,Moderate resources / transitional
40023,Choctaw County,OK,14276,2,Moderate resources / transitional
40029,Coal County,OK,5266,2,Moderate resources / transitional
40031,Comanche County,OK,121574,2,Moderate resources / transitional
40035,Craig County,OK,14494,2,Moderate resources / transitional
40101,Muskogee County,OK,66677,2,Moderate resources / transitional
40127,Pushmataha County,OK,10800,2,Moderate resources / transitional
40129,Roger Mills County,OK,3295,2,Moderate resources / transitional
40135,Sequoyah County,OK,40291,2,Moderate resources / transitional
40141,Tillman County,OK,6869,2,Moderate resources / transitional
42023,Cameron County,PA,4380,2,Moderate resources / transitional
42051,Fayette County,PA,123915,2,Moderate resources / transitional
42079,Luzerne County,PA,327388,2,Moderate resources / transitional
45005,Allendale County,SC,7369,2,Moderate resources / transitional
45009,Bamberg County,SC,12974,2,Moderate resources / transitional
45011,Barnwell County,SC,20447,2,Moderate resources / transitional
45025,Chesterfield County,SC,44031,2,Moderate resources / transitional
45027,Clarendon County,SC,31004,2,Moderate resources / transitional
45029,Colleton County,SC,38874,2,Moderate resources / transitional
45031,Darlington County,SC,62416,2,Moderate resources / transitional
45033,Dillon County,SC,27698,2,Moderate resources / transitional
45039,Fairfield County,SC,20422,2,Moderate resources / transitional
45041,Florence County,SC,137214,2,Moderate resources / transitional
45047,Greenwood County,SC,69460,2,Moderate resources / transitional
45049,Hampton County,SC,18122,2,Moderate resources / transitional
45053,Jasper County,SC,33544,2,Moderate resources / transitional
45059,Laurens County,SC,68873,2,Moderate resources / transitional
45061,Lee County,SC,15967,2,Moderate resources / transitional
45067,Marion County,SC,28508,2,Moderate resources / transitional
45069,Marlboro County,SC,25704,2,Moderate resources / transitional
45075,Orangeburg County,SC,82820,2,Moderate resources / transitional
45085,Sumter County,SC,104165,2,Moderate resources / transitional
45089,Williamsburg County,SC,29891,2,Moderate resources / transitional
46023,Charles Mix County,SD,9240,2,Moderate resources / transitional
46102,Oglala Lakota County,SD,13434,2,Moderate resources / transitional
46121,Todd County,SD,9199,2,Moderate resources / transitional
46123,Tripp County,SD,5621,2,Moderate resources / transitional
47027,Clay County,TN,7714,2,Moderate resources / transitional
47029,Cocke County,TN,37404,2,Moderate resources / transitional
47045,Dyer County,TN,36498,2,Moderate resources / transitional
47069,Hardeman County,TN,25567,2,Moderate resources / transitional
47075,Haywood County,TN,17328,2,Moderate resources / transitional
47097,Lauderdale County,TN,24610,2,Moderate resources / transitional
47111,Macon County,TN,26793,2,Moderate resources / transitional
47133,Overton County,TN,23327,2,Moderate resources / transitional
47141,Putnam County,TN,83844,2,Moderate resources / transitional
47159,Smith County,TN,20538,2,Moderate resources / transitional
47169,Trousdale County,TN,12271,2,Moderate resources / transitional
48005,Angelina County,TX,87319,2,Moderate resources / transitional
48023,Baylor County,TX,3463,2,Moderate resources / transitional
48025,Bee County,TX,30850,2,Moderate resources / transitional
48045,Briscoe County,TX,1445,2,Moderate resources / transitional
48061,Cameron County,TX,426710,2,Moderate resources / transitional
48063,Camp County,TX,13000,2,Moderate resources / transitional
48083,Coleman County,TX,7842,2,Moderate resources / transitional
48115,Dawson County,TX,12004,2,Moderate resources / transitional
48127,Dimmit County,TX,8257,2,Moderate resources / transitional
48141,El Paso County,TX,869880,2,Moderate resources / transitional
48163,Frio County,TX,17987,2,Moderate resources / transitional
48183,Gregg County,TX,126243,2,Moderate resources / transitional
48213,Henderson County,TX,86158,2,Moderate resources / transitional
48215,Hidalgo County,TX,898471,2,Moderate resources / transitional
48231,Hunt County,TX,113347,2,Moderate resources / transitional
48245,Jefferson County,TX,251496,2,Moderate resources / transitional
48247,Jim Hogg County,TX,4720,2,Moderate resources / transitional
48249,Jim Wells County,TX,38662,2,Moderate resources / transitional
48273,Kleberg County,TX,30069,2,Moderate resources / transitional
48277,Lamar County,TX,51127,2,Moderate resources / transitional
48293,Limestone County,TX,22250,2,Moderate resources / transitional
48321,Matagorda County,TX,36359,2,Moderate resources / transitional
48323,Maverick County,TX,57762,2,Moderate resources / transitional
48347,Nacogdoches County,TX,65375,2,Moderate resources / transitional
48353,Nolan County,TX,14306,2,Moderate resources / transitional
48355,Nueces County,TX,352289,2,Moderate resources / transitional
48363,Palo Pinto County,TX,29747,2,Moderate resources / transitional
48375,Potter County,TX,114647,2,Moderate resources / transitional
48377,Presidio County,TX,5795,2,Moderate resources / transitional
48387,Red River County,TX,11678,2,Moderate resources / transitional
48391,Refugio County,TX,6666,2,Moderate resources / transitional
48405,San Augustine County,TX,7833,2,Moderate resources / transitional
48427,Starr County,TX,65934,2,Moderate resources / transitional
